link_o[0],2.816,K1
link_o[1],3.328,K1
link_o[2],3.84,K1
link_o[3],4.864,K1
link_o[4],5.376,K1
link_o[5],5.888,K1
link_o[6],6.4,K1
link_o[7],6.912,K1
link_o[8],7.936,K1
link_o[9],8.448,K1
link_o[10],8.96,K1
link_o[11],9.472,K1
link_o[12],10.496,K1
link_o[13],11.008,K1
link_o[14],11.52,K1
link_o[15],12.032,K1
link_o[16],12.544,K1
link_o[17],13.568,K1
link_o[18],14.08,K1
link_o[19],14.592,K1
link_o[20],15.104,K1
link_o[21],16.128,K1
link_o[22],16.64,K1
link_o[23],17.152,K1
link_o[24],17.664,K1
link_o[25],18.176,K1
link_o[26],19.2,K1
link_o[27],19.712,K1
link_o[28],20.224,K1
link_o[29],20.736,K1
link_o[30],21.248,K1
link_o[31],22.272,K1
link_o[32],22.784,K1
link_o[33],23.296,K1
link_o[34],23.808,K1
link_o[35],24.832,K1
link_o[36],25.344,K1
link_o[37],25.856,K1
link_o[38],26.368,K1
link_o[39],26.88,K1
link_o[40],27.904,K1
link_o[41],28.416,K1
link_o[42],28.928,K1
link_o[43],29.44,K1
link_o[44],29.952,K1
link_o[45],30.976,K1
link_o[46],31.488,K1
link_o[47],32.0,K1
link_o[48],32.512,K1
link_o[49],33.536,K1
link_o[50],34.048,K1
link_o[51],34.56,K1
link_o[52],35.072,K1
link_o[53],35.584,K1
link_o[54],36.608,K1
link_o[55],37.12,K1
link_o[56],37.632,K1
link_o[57],38.144,K1
link_o[58],39.168,K1
link_o[59],39.68,K1
link_o[60],40.192,K1
link_o[61],40.704,K1
link_o[62],41.216,K1
link_o[63],42.24,K1
link_o[64],42.752,K1
link_o[65],43.264,K1
link_o[66],43.776,K1
link_o[67],44.288,K1
link_o[68],45.312,K1
link_o[69],45.824,K1
link_o[70],46.336,K1
link_o[71],46.848,K1
link_o[72],47.872,K1
link_o[73],48.384,K1
link_o[74],48.896,K1
link_o[75],49.408,K1
link_o[76],49.92,K1
link_o[77],50.944,K1
link_o[78],51.456,K1
link_o[79],51.968,K1
link_o[80],52.48,K1
link_o[81],52.992,K1
link_o[82],54.016,K1
link_o[83],54.528,K1
link_o[84],55.04,K1
link_o[85],55.552,K1
link_o[86],56.576,K1
link_o[87],57.088,K1
link_o[88],57.6,K1
link_o[89],58.112,K1
link_o[90],58.624,K1
link_o[91],59.648,K1
link_o[92],60.16,K1
link_o[93],60.672,K1
link_o[94],61.184,K1
link_o[95],62.208,K1
link_o[96],62.72,K1
link_o[97],63.232,K1
link_o[98],63.744,K1
link_o[99],64.256,K1
link_o[100],65.28,K1
link_o[101],65.792,K1
link_o[102],66.304,K1
link_o[103],66.816,K1
link_o[104],67.328,K1
link_o[105],68.352,K1
link_o[106],68.864,K1
link_o[107],69.376,K1
link_o[108],69.888,K1
link_o[109],70.912,K1
link_o[110],71.424,K1
link_o[111],71.936,K1
link_o[112],72.448,K1
link_o[113],72.96,K1
link_o[114],73.984,K1
link_o[115],74.496,K1
link_o[116],75.008,K1
link_o[117],75.52,K1
link_o[118],76.032,K1
link_o[119],77.056,K1
link_o[120],77.568,K1
link_o[121],78.08,K1
link_o[122],78.592,K1
link_o[123],79.616,K1
link_o[124],80.128,K1
link_o[125],80.64,K1
link_o[126],81.152,K1
link_o[127],81.664,K1
link_o[128],82.688,K1
link_o[129],83.2,K1
link_o[130],83.712,K1
link_o[131],84.224,K1
link_o[132],85.248,K1
link_o[133],85.76,K1
link_o[134],86.272,K1
link_o[135],86.784,K1
link_o[136],87.296,K1
link_o[137],88.32,K1
link_o[138],88.832,K1
link_o[139],89.344,K1
link_o[140],89.856,K1
link_o[141],89.984,K3
link_o[142],90.112,K1
link_o[143],90.24,K3
link_o[144],90.368,K1
link_o[145],91.008,K3
link_o[146],91.136,K1
link_o[147],91.264,K3
link_o[148],91.392,K1
link_o[149],91.52,K3
link_o[150],91.648,K1
link_o[151],91.776,K3
link_o[152],91.904,K1
link_o[153],92.032,K3
ruche_link_o[0],3.2,K3
ruche_link_o[280],2.944,K3
ruche_link_o[1],3.712,K3
ruche_link_o[281],3.456,K3
ruche_link_o[2],4.736,K3
ruche_link_o[282],3.968,K3
ruche_link_o[3],5.248,K3
ruche_link_o[283],4.992,K3
ruche_link_o[4],5.76,K3
ruche_link_o[284],5.504,K3
ruche_link_o[5],6.272,K3
ruche_link_o[285],6.016,K3
ruche_link_o[6],6.784,K3
ruche_link_o[286],6.528,K3
ruche_link_o[7],7.808,K3
ruche_link_o[287],7.552,K3
ruche_link_o[8],8.32,K3
ruche_link_o[288],8.064,K3
ruche_link_o[9],8.832,K3
ruche_link_o[289],8.576,K3
ruche_link_o[10],9.344,K3
ruche_link_o[290],9.088,K3
ruche_link_o[11],10.368,K3
ruche_link_o[291],9.6,K3
ruche_link_o[12],10.88,K3
ruche_link_o[292],10.624,K3
ruche_link_o[13],11.392,K3
ruche_link_o[293],11.136,K3
ruche_link_o[14],11.904,K3
ruche_link_o[294],11.648,K3
ruche_link_o[15],12.416,K3
ruche_link_o[295],12.16,K3
ruche_link_o[16],13.44,K3
ruche_link_o[296],12.672,K3
ruche_link_o[17],13.952,K3
ruche_link_o[297],13.696,K3
ruche_link_o[18],14.464,K3
ruche_link_o[298],14.208,K3
ruche_link_o[19],14.976,K3
ruche_link_o[299],14.72,K3
ruche_link_o[20],15.488,K3
ruche_link_o[300],15.232,K3
ruche_link_o[21],16.512,K3
ruche_link_o[301],16.256,K3
ruche_link_o[22],17.024,K3
ruche_link_o[302],16.768,K3
ruche_link_o[23],17.536,K3
ruche_link_o[303],17.28,K3
ruche_link_o[24],18.048,K3
ruche_link_o[304],17.792,K3
ruche_link_o[25],19.072,K3
ruche_link_o[305],18.304,K3
ruche_link_o[26],19.584,K3
ruche_link_o[306],19.328,K3
ruche_link_o[27],20.096,K3
